,city,number,update_time
3675,nj, 60105 ,2019-07-08
3676,cs, 21730 ,2019-07-08
3677,cd, 97403 ,2019-07-09
3678,wh, 94310 ,2019-07-09
3679,cq, 97332 ,2019-07-09
3680,bj, 81653 ,2019-07-09
3681,sz, 46929 ,2019-07-09
3682,sh, 74652 ,2019-07-09
3683,gz, 51118 ,2019-07-09
3684,hz, 38441 ,2019-07-09
3685,lf, 10332 ,2019-07-09
3686,xm, 19649 ,2019-07-09
3687,zz, 72532 ,2019-07-09
3688,hf, 67495 ,2019-07-09
3689,nj, 60147 ,2019-07-09
3690,cs, 21773 ,2019-07-09
3691,cd, 97615 ,2019-07-10
3692,wh, 94702 ,2019-07-10
3693,cq, 97940 ,2019-07-10
3694,bj, 81644 ,2019-07-10
3695,sz, 47007 ,2019-07-10
3696,sh, 74708 ,2019-07-10
3697,gz, 51313 ,2019-07-10
3698,hz, 38746 ,2019-07-10
3699,lf, 10443 ,2019-07-10
3700,xm, 19728 ,2019-07-10
3701,zz, 72688 ,2019-07-10
3702,hf, 67240 ,2019-07-10
3703,nj, 60236 ,2019-07-10
3704,cs, 21827 ,2019-07-10
3705,cd, 96632 ,2019-07-11
3706,wh, 94756 ,2019-07-11
3707,cq, 98105 ,2019-07-11
3708,bj, 81838 ,2019-07-11
3709,sz, 46870 ,2019-07-11
3710,sh, 74486 ,2019-07-11
3711,gz, 50971 ,2019-07-11
3712,hz, 38956 ,2019-07-11
3713,lf, 10469 ,2019-07-11
3714,xm, 19758 ,2019-07-11
3715,zz, 72908 ,2019-07-11
3716,hf, 67465 ,2019-07-11
3717,nj, 60227 ,2019-07-11
3718,cs, 21851 ,2019-07-11
3719,cd, 97072 ,2019-07-12
3720,wh, 94681 ,2019-07-12
3721,cq, 98441 ,2019-07-12
3722,bj, 81985 ,2019-07-12
3723,sz, 46718 ,2019-07-12
3724,sh, 74530 ,2019-07-12
3725,gz, 50675 ,2019-07-12
3726,hz, 39372 ,2019-07-12
3727,lf, 10546 ,2019-07-12
3728,xm, 19836 ,2019-07-12
3729,zz, 73155 ,2019-07-12
3730,hf, 67575 ,2019-07-12
3731,nj, 60348 ,2019-07-12
3732,cs, 21849 ,2019-07-12
3733,cd, 97872 ,2019-07-13
3734,wh, 95163 ,2019-07-13
3735,cq, 98965 ,2019-07-13
3736,bj, 82246 ,2019-07-13
3737,sz, 47014 ,2019-07-13
3738,sh, 74733 ,2019-07-13
3739,gz, 51189 ,2019-07-13
3740,hz, 39904 ,2019-07-13
3741,lf, 10631 ,2019-07-13
3742,xm, 19940 ,2019-07-13
3743,zz, 73536 ,2019-07-13
3744,hf, 67799 ,2019-07-13
3745,nj, 60526 ,2019-07-13
3746,cs, 21939 ,2019-07-13
3747,cd, 98109 ,2019-07-14
3748,wh, 95492 ,2019-07-14
3749,cq, 99542 ,2019-07-14
3750,bj, 82349 ,2019-07-14
3751,sz, 47298 ,2019-07-14
3752,sh, 75042 ,2019-07-14
3753,gz, 51500 ,2019-07-14
3754,hz, 39943 ,2019-07-14
3755,lf, 10757 ,2019-07-14
3756,xm, 20037 ,2019-07-14
3757,zz, 73983 ,2019-07-14
3758,hf, 68333 ,2019-07-14
3759,nj, 60711 ,2019-07-14
3760,cs, 22079 ,2019-07-14
3761,cd, 98180 ,2019-07-15
3762,wh, 95711 ,2019-07-15
3763,cq, 99759 ,2019-07-15
3764,bj, 82207 ,2019-07-15
3765,sz, 47103 ,2019-07-15
3766,sh, 75179 ,2019-07-15
3767,gz, 51670 ,2019-07-15
3768,hz, 39909 ,2019-07-15
3769,lf, 10775 ,2019-07-15
3770,xm, 20056 ,2019-07-15
3771,zz, 74116 ,2019-07-15
3772,hf, 68377 ,2019-07-15
3773,nj, 60813 ,2019-07-15
3774,cs, 22112 ,2019-07-15
3775,cd, 98022 ,2019-07-16
3776,wh, 97009 ,2019-07-16
3777,cq, 99766 ,2019-07-16
3778,bj, 82173 ,2019-07-16
3779,sz, 46789 ,2019-07-16
3780,sh, 74380 ,2019-07-16
3781,gz, 51432 ,2019-07-16
3782,hz, 39870 ,2019-07-16
3783,lf, 10804 ,2019-07-16
3784,xm, 20082 ,2019-07-16
3785,zz, 74338 ,2019-07-16
3786,hf, 67889 ,2019-07-16
3787,nj, 60618 ,2019-07-16
3788,cs, 22111 ,2019-07-16
3789,cd, 98826 ,2019-07-19
3790,wh, 98439 ,2019-07-19
3791,cq, 100474 ,2019-07-19
3792,bj, 82460 ,2019-07-19
3793,sz, 46928 ,2019-07-19
3794,sh, 74907 ,2019-07-19
3795,gz, 52007 ,2019-07-19
3796,hz, 41115 ,2019-07-19
3797,lf, 10883 ,2019-07-19
3798,xm, 20252 ,2019-07-19
3799,zz, 76908 ,2019-07-19
3800,hf, 68621 ,2019-07-19
3801,nj, 60980 ,2019-07-19
3802,cs, 22119 ,2019-07-19
3803,cd, 98968 ,2019-07-20
3804,wh, 98907 ,2019-07-20
3805,cq, 100682 ,2019-07-20
3806,bj, 82698 ,2019-07-20
3807,sz, 47242 ,2019-07-20
3808,sh, 75045 ,2019-07-20
3809,gz, 52204 ,2019-07-20
3810,hz, 41550 ,2019-07-20
3811,lf, 10956 ,2019-07-20
3812,xm, 20362 ,2019-07-20
3813,zz, 77299 ,2019-07-20
3814,hf, 68714 ,2019-07-20
3815,nj, 61118 ,2019-07-20
3816,cs, 22149 ,2019-07-20
3817,cd, 99112 ,2019-07-21
3818,wh, 98938 ,2019-07-21
3819,cq, 100756 ,2019-07-21
3820,bj, 82766 ,2019-07-21
3821,sz, 47278 ,2019-07-21
3822,sh, 74616 ,2019-07-21
3823,gz, 52260 ,2019-07-21
3824,hz, 41505 ,2019-07-21
3825,lf, 11045 ,2019-07-21
3826,xm, 20455 ,2019-07-21
3827,zz, 77552 ,2019-07-21
3828,hf, 68843 ,2019-07-21
3829,nj, 61078 ,2019-07-21
3830,cs, 22186 ,2019-07-21
3831,cd, 99257 ,2019-07-22
3832,wh, 98898 ,2019-07-22
3833,cq, 100981 ,2019-07-22
3834,bj, 82663 ,2019-07-22
3835,sz, 46939 ,2019-07-22
3836,sh, 74714 ,2019-07-22
3837,gz, 52353 ,2019-07-22
3838,hz, 41444 ,2019-07-22
3839,lf, 11087 ,2019-07-22
3840,xm, 20481 ,2019-07-22
3841,zz, 77640 ,2019-07-22
3842,hf, 68926 ,2019-07-22
3843,nj, 61138 ,2019-07-22
3844,cs, 22218 ,2019-07-22
3845,cd, 99239 ,2019-07-23
3846,wh, 99086 ,2019-07-23
3847,cq, 101259 ,2019-07-23
3848,bj, 82556 ,2019-07-23
3849,sz, 46513 ,2019-07-23
3850,sh, 74726 ,2019-07-23
3851,gz, 51873 ,2019-07-23
3852,hz, 41703 ,2019-07-23
3853,lf, 11140 ,2019-07-23
3854,xm, 20534 ,2019-07-23
3855,zz, 77797 ,2019-07-23
3856,hf, 69092 ,2019-07-23
3857,nj, 61135 ,2019-07-23
3858,cs, 22245 ,2019-07-23
3859,cd, 99477 ,2019-07-24
3860,wh, 99581 ,2019-07-24
3861,cq, 101824 ,2019-07-24
3862,bj, 82738 ,2019-07-24
3863,sz, 47016 ,2019-07-24
3864,sh, 74802 ,2019-07-24
3865,gz, 52525 ,2019-07-24
3866,hz, 42334 ,2019-07-24
3867,lf, 11234 ,2019-07-24
3868,xm, 20646 ,2019-07-24
3869,zz, 78019 ,2019-07-24
3870,hf, 69803 ,2019-07-24
3871,nj, 61256 ,2019-07-24
3872,cs, 22344 ,2019-07-24
3873,cd, 99387 ,2019-07-25
3874,wh, 99470 ,2019-07-25
3875,cq, 101797 ,2019-07-25
3876,bj, 82778 ,2019-07-25
3877,sz, 46872 ,2019-07-25
3878,sh, 74884 ,2019-07-25
3879,gz, 52507 ,2019-07-25
3880,hz, 42675 ,2019-07-25
3881,lf, 11251 ,2019-07-25
3882,xm, 20644 ,2019-07-25
3883,zz, 78162 ,2019-07-25
3884,hf, 69839 ,2019-07-25
3885,nj, 61251 ,2019-07-25
3886,cs, 22344 ,2019-07-25
3887,cd, 99868 ,2019-07-26
3888,wh, 99701 ,2019-07-26
3889,cq, 101656 ,2019-07-26
3890,bj, 83017 ,2019-07-26
3891,sz, 47232 ,2019-07-26
3892,sh, 74925 ,2019-07-26
3893,gz, 52691 ,2019-07-26
3894,hz, 43512 ,2019-07-26
3895,lf, 11379 ,2019-07-26
3896,xm, 20743 ,2019-07-26
3897,zz, 78263 ,2019-07-26
3898,hf, 69979 ,2019-07-26
3899,nj, 61431 ,2019-07-26
3900,cs, 21808 ,2019-07-26
3901,cd, 100344 ,2019-07-27
3902,wh, 99941 ,2019-07-27
3903,cq, 102689 ,2019-07-27
3904,bj, 83215 ,2019-07-27
3905,sz, 47755 ,2019-07-27
3906,sh, 74610 ,2019-07-27
3907,gz, 52881 ,2019-07-27
3908,hz, 43579 ,2019-07-27
3909,lf, 11470 ,2019-07-27
3910,xm, 20893 ,2019-07-27
3911,zz, 78617 ,2019-07-27
3912,hf, 69854 ,2019-07-27
3913,nj, 61525 ,2019-07-27
3914,cs, 22156 ,2019-07-27
3915,cd, 100402 ,2019-07-28
3916,wh, 99901 ,2019-07-28
3917,cq, 102805 ,2019-07-28
3918,bj, 83149 ,2019-07-28
3919,sz, 47650 ,2019-07-28
3920,sh, 74640 ,2019-07-28
3921,gz, 52898 ,2019-07-28
3922,hz, 43592 ,2019-07-28
3923,lf, 11488 ,2019-07-28
3924,xm, 20903 ,2019-07-28
3925,zz, 78670 ,2019-07-28
3926,hf, 69814 ,2019-07-28
3927,nj, 61542 ,2019-07-28
3928,cs, 22135 ,2019-07-28
3929,cd, 100603 ,2019-07-29
3930,wh, 99998 ,2019-07-29
3931,cq, 103186 ,2019-07-29
3932,bj, 83081 ,2019-07-29
3933,sz, 47344 ,2019-07-29
3934,sh, 74762 ,2019-07-29
3935,gz, 52959 ,2019-07-29
3936,hz, 43690 ,2019-07-29
3937,lf, 11547 ,2019-07-29
3938,xm, 20961 ,2019-07-29
3939,zz, 78874 ,2019-07-29
3940,hf, 69769 ,2019-07-29
3941,nj, 61675 ,2019-07-29
3942,cs, 22210 ,2019-07-29
3943,cd, 100657 ,2019-07-30
3944,wh, 100058 ,2019-07-30
3945,cq, 103886 ,2019-07-30
3946,bj, 82980 ,2019-07-30
3947,sz, 47246 ,2019-07-30
3948,sh, 74591 ,2019-07-30
3949,gz, 52950 ,2019-07-30
3950,hz, 44091 ,2019-07-30
3951,lf, 11579 ,2019-07-30
3952,xm, 21010 ,2019-07-30
3953,zz, 78981 ,2019-07-30
3954,hf, 69562 ,2019-07-30
3955,nj, 61709 ,2019-07-30
3956,cs, 22244 ,2019-07-30
3957,cd, 100832 ,2019-07-31
3958,wh, 100014 ,2019-07-31
3959,cq, 104086 ,2019-07-31
3960,bj, 82873 ,2019-07-31
3961,sz, 47119 ,2019-07-31
3962,sh, 74526 ,2019-07-31
3963,gz, 52453 ,2019-07-31
3964,hz, 44438 ,2019-07-31
3965,lf, 11633 ,2019-07-31
3966,xm, 21068 ,2019-07-31
3967,zz, 78912 ,2019-07-31
3968,hf, 69054 ,2019-07-31
3969,nj, 61601 ,2019-07-31
3970,cs, 22219 ,2019-07-31
3971,cd, 101107 ,2019-08-01
3972,wh, 100056 ,2019-08-01
3973,cq, 104509 ,2019-08-01
3974,bj, 83263 ,2019-08-01
3975,sz, 47278 ,2019-08-01
3976,sh, 74713 ,2019-08-01
3977,gz, 52388 ,2019-08-01
3978,hz, 45435 ,2019-08-01
3979,lf, 11693 ,2019-08-01
3980,xm, 21172 ,2019-08-01
3981,zz, 77694 ,2019-08-01
3982,hf, 51334 ,2019-08-01
3983,nj, 61822 ,2019-08-01
3984,cs, 22191 ,2019-08-01
3985,cd, 101302 ,2019-08-02
3986,wh, 100224 ,2019-08-02
3987,cq, 104960 ,2019-08-02
3988,bj, 83480 ,2019-08-02
3989,sz, 47604 ,2019-08-02
3990,sh, 74919 ,2019-08-02
3991,gz, 52802 ,2019-08-02
3992,hz, 45538 ,2019-08-02
3993,lf, 11758 ,2019-08-02
3994,xm, 21266 ,2019-08-02
3995,zz, 77985 ,2019-08-02
3996,hf, 51493 ,2019-08-02
3997,nj, 61958 ,2019-08-02
3998,cs, 22085 ,2019-08-02
3999,cd, 102243 ,2019-08-05
4000,wh, 100417 ,2019-08-05
4001,cq, 106014 ,2019-08-05
4002,bj, 83736 ,2019-08-05
4003,sz, 47665 ,2019-08-05
4004,sh, 75286 ,2019-08-05
4005,gz, 52696 ,2019-08-05
4006,hz, 45315 ,2019-08-05
4007,lf, 11899 ,2019-08-05
4008,xm, 21389 ,2019-08-05
4009,zz, 78822 ,2019-08-05
4010,hf, 52151 ,2019-08-05
4011,nj, 62252 ,2019-08-05
4012,cs, 22306 ,2019-08-05
4013,cd, 102291 ,2019-08-06
4014,wh, 97150 ,2019-08-06
4015,cq, 106401 ,2019-08-06
4016,bj, 83760 ,2019-08-06
4017,sz, 47959 ,2019-08-06
4018,sh, 74876 ,2019-08-06
4019,gz, 53196 ,2019-08-06
4020,hz, 45526 ,2019-08-06
4021,lf, 11962 ,2019-08-06
4022,xm, 21471 ,2019-08-06
4023,zz, 78968 ,2019-08-06
4024,hf, 52240 ,2019-08-06
4025,nj, 62357 ,2019-08-06
4026,cs, 22367 ,2019-08-06
4027,cd, 102599 ,2019-08-07
4028,wh, 96886 ,2019-08-07
4029,cq, 106844 ,2019-08-07
4030,bj, 84170 ,2019-08-07
4031,sz, 48157 ,2019-08-07
4032,sh, 75448 ,2019-08-07
4033,gz, 53191 ,2019-08-07
4034,hz, 45832 ,2019-08-07
4035,lf, 12009 ,2019-08-07
4036,xm, 21515 ,2019-08-07
4037,zz, 79338 ,2019-08-07
4038,hf, 52130 ,2019-08-07
4039,nj, 62427 ,2019-08-07
4040,cs, 22394 ,2019-08-07
4041,cd, 102926 ,2019-08-08
4042,wh, 96904 ,2019-08-08
4043,cq, 107248 ,2019-08-08
4044,bj, 84420 ,2019-08-08
4045,sz, 48219 ,2019-08-08
4046,sh, 75692 ,2019-08-08
4047,gz, 53343 ,2019-08-08
4048,hz, 46273 ,2019-08-08
4049,lf, 12064 ,2019-08-08
4050,xm, 21592 ,2019-08-08
4051,zz, 79552 ,2019-08-08
4052,hf, 52439 ,2019-08-08
4053,nj, 62543 ,2019-08-08
4054,cs, 22433 ,2019-08-08
4055,cd, 103278 ,2019-08-09
4056,wh, 96986 ,2019-08-09
4057,cq, 107603 ,2019-08-09
4058,bj, 84573 ,2019-08-09
4059,sz, 48235 ,2019-08-09
4060,sh, 75797 ,2019-08-09
4061,gz, 53375 ,2019-08-09
4062,hz, 46469 ,2019-08-09
4063,lf, 12100 ,2019-08-09
4064,xm, 21652 ,2019-08-09
4065,zz, 79778 ,2019-08-09
4066,hf, 52568 ,2019-08-09
4067,nj, 62592 ,2019-08-09
4068,cs, 22450 ,2019-08-09
4069,cd, 103407 ,2019-08-10
4070,wh, 96908 ,2019-08-10
4071,cq, 107698 ,2019-08-10
4072,bj, 84580 ,2019-08-10
4073,sz, 48063 ,2019-08-10
4074,sh, 75808 ,2019-08-10
4075,gz, 53308 ,2019-08-10
4076,hz, 46518 ,2019-08-10
4077,lf, 12118 ,2019-08-10
4078,xm, 21653 ,2019-08-10
4079,zz, 79826 ,2019-08-10
4080,hf, 52740 ,2019-08-10
4081,nj, 62563 ,2019-08-10
4082,cs, 22444 ,2019-08-10
4083,cd, 103713 ,2019-08-11
4084,wh, 97059 ,2019-08-11
4085,cq, 108248 ,2019-08-11
4086,bj, 84662 ,2019-08-11
4087,sz, 48079 ,2019-08-11
4088,sh, 75829 ,2019-08-11
4089,gz, 53569 ,2019-08-11
4090,hz, 46499 ,2019-08-11
4091,lf, 12194 ,2019-08-11
4092,xm, 21723 ,2019-08-11
4093,zz, 80277 ,2019-08-11
4094,hf, 52686 ,2019-08-11
4095,nj, 62664 ,2019-08-11
4096,cs, 22501 ,2019-08-11
4097,cd, 103856 ,2019-08-12
4098,wh, 97202 ,2019-08-12
4099,cq, 108659 ,2019-08-12
4100,bj, 84688 ,2019-08-12
4101,sz, 47887 ,2019-08-12
4102,sh, 75961 ,2019-08-12
4103,gz, 53789 ,2019-08-12
4104,hz, 46471 ,2019-08-12
4105,lf, 12239 ,2019-08-12
4106,xm, 21811 ,2019-08-12
4107,zz, 80558 ,2019-08-12
4108,hf, 52860 ,2019-08-12
4109,nj, 62799 ,2019-08-12
4110,cs, 22568 ,2019-08-12
4111,cd, 103804 ,2019-08-13
4112,wh, 97465 ,2019-08-13
4113,cq, 108947 ,2019-08-13
4114,bj, 84620 ,2019-08-13
4115,sz, 47691 ,2019-08-13
4116,sh, 75946 ,2019-08-13
4117,gz, 53497 ,2019-08-13
4118,hz, 46647 ,2019-08-13
4119,lf, 12268 ,2019-08-13
4120,xm, 21823 ,2019-08-13
4121,zz, 80661 ,2019-08-13
4122,hf, 52852 ,2019-08-13
4123,nj, 62793 ,2019-08-13
4124,cs, 22614 ,2019-08-13
4125,cd, 103376 ,2019-08-14
4126,wh, 96940 ,2019-08-14
4127,cq, 108906 ,2019-08-14
4128,bj, 84608 ,2019-08-14
4129,sz, 47468 ,2019-08-14
4130,sh, 75962 ,2019-08-14
4131,gz, 53304 ,2019-08-14
4132,hz, 46817 ,2019-08-14
4133,lf, 12325 ,2019-08-14
4134,xm, 21868 ,2019-08-14
4135,zz, 80880 ,2019-08-14
4136,hf, 53134 ,2019-08-14
4137,nj, 62889 ,2019-08-14
4138,cs, 22291 ,2019-08-14
4139,cd, 103951 ,2019-08-15
4140,wh, 97044 ,2019-08-15
4141,cq, 108897 ,2019-08-15
4142,bj, 84901 ,2019-08-15
4143,sz, 47296 ,2019-08-15
4144,sh, 76144 ,2019-08-15
4145,gz, 53931 ,2019-08-15
4146,hz, 47390 ,2019-08-15
4147,lf, 12384 ,2019-08-15
4148,xm, 21902 ,2019-08-15
4149,zz, 80957 ,2019-08-15
4150,hf, 53225 ,2019-08-15
4151,nj, 62960 ,2019-08-15
4152,cs, 22399 ,2019-08-15
4153,cd, 104400 ,2019-08-16
4154,wh, 97040 ,2019-08-16
4155,cq, 108765 ,2019-08-16
4156,bj, 85112 ,2019-08-16
4157,sz, 47394 ,2019-08-16
4158,sh, 76274 ,2019-08-16
4159,gz, 53904 ,2019-08-16
4160,hz, 47913 ,2019-08-16
4161,lf, 12449 ,2019-08-16
4162,xm, 21934 ,2019-08-16
4163,zz, 81182 ,2019-08-16
4164,hf, 53512 ,2019-08-16
4165,nj, 63039 ,2019-08-16
4166,cs, 22443 ,2019-08-16
4167,cd, 105168 ,2019-08-18
4168,wh, 97426 ,2019-08-18
4169,cq, 109509 ,2019-08-18
4170,bj, 85454 ,2019-08-18
4171,sz, 48016 ,2019-08-18
4172,sh, 76683 ,2019-08-18
4173,gz, 54623 ,2019-08-18
4174,hz, 47994 ,2019-08-18
4175,lf, 12622 ,2019-08-18
4176,xm, 21957 ,2019-08-18
4177,zz, 80233 ,2019-08-18
4178,hf, 53992 ,2019-08-18
4179,nj, 63173 ,2019-08-18
4180,cs, 22564 ,2019-08-18
4181,cd, 105239 ,2019-08-19
4182,wh, 97451 ,2019-08-19
4183,cq, 109820 ,2019-08-19
4184,bj, 85432 ,2019-08-19
4185,sz, 47780 ,2019-08-19
4186,sh, 76749 ,2019-08-19
4187,gz, 54233 ,2019-08-19
4188,hz, 47919 ,2019-08-19
4189,lf, 12650 ,2019-08-19
4190,xm, 21962 ,2019-08-19
4191,zz, 80424 ,2019-08-19
4192,hf, 54178 ,2019-08-19
4193,nj, 63241 ,2019-08-19
4194,cs, 22580 ,2019-08-19
4195,cd, 105223 ,2019-08-20
4196,wh, 97549 ,2019-08-20
4197,cq, 110014 ,2019-08-20
4198,bj, 85438 ,2019-08-20
4199,sz, 47648 ,2019-08-20
4200,sh, 76674 ,2019-08-20
4201,gz, 54648 ,2019-08-20
4202,hz, 48028 ,2019-08-20
4203,lf, 12681 ,2019-08-20
4204,xm, 21963 ,2019-08-20
4205,zz, 80561 ,2019-08-20
4206,hf, 54224 ,2019-08-20
4207,nj, 63296 ,2019-08-20
4208,cs, 22654 ,2019-08-20
4209,cd, 105437 ,2019-08-21
4210,wh, 97544 ,2019-08-21
4211,cq, 110306 ,2019-08-21
4212,bj, 85438 ,2019-08-21
4213,sz, 47536 ,2019-08-21
4214,sh, 76794 ,2019-08-21
4215,gz, 54873 ,2019-08-21
4216,hz, 48158 ,2019-08-21
4217,lf, 12738 ,2019-08-21
4218,xm, 22003 ,2019-08-21
4219,zz, 80782 ,2019-08-21
4220,hf, 54169 ,2019-08-21
4221,nj, 63374 ,2019-08-21
4222,cs, 22731 ,2019-08-21
4223,cd, 105743 ,2019-08-22
4224,wh, 97810 ,2019-08-22
4225,cq, 110754 ,2019-08-22
4226,bj, 85852 ,2019-08-22
4227,sz, 47829 ,2019-08-22
4228,sh, 77119 ,2019-08-22
4229,gz, 55252 ,2019-08-22
4230,hz, 48528 ,2019-08-22
4231,lf, 12808 ,2019-08-22
4232,xm, 22121 ,2019-08-22
4233,zz, 81167 ,2019-08-22
4234,hf, 54376 ,2019-08-22
4235,nj, 63633 ,2019-08-22
4236,cs, 22810 ,2019-08-22
4237,cd, 105906 ,2019-08-23
4238,wh, 98038 ,2019-08-23
4239,cq, 111050 ,2019-08-23
4240,bj, 86076 ,2019-08-23
4241,sz, 47709 ,2019-08-23
4242,sh, 77241 ,2019-08-23
4243,gz, 55092 ,2019-08-23
4244,hz, 48691 ,2019-08-23
4245,lf, 12834 ,2019-08-23
4246,xm, 22209 ,2019-08-23
4247,zz, 81028 ,2019-08-23
4248,hf, 54646 ,2019-08-23
4249,nj, 63754 ,2019-08-23
4250,cs, 22818 ,2019-08-23
4251,cd, 106337 ,2019-08-24
4252,wh, 98082 ,2019-08-24
4253,cq, 111543 ,2019-08-24
4254,bj, 86472 ,2019-08-24
4255,sz, 48110 ,2019-08-24
4256,sh, 77546 ,2019-08-24
4257,gz, 55489 ,2019-08-24
4258,hz, 48904 ,2019-08-24
4259,lf, 12926 ,2019-08-24
4260,xm, 22150 ,2019-08-24
4261,zz, 81638 ,2019-08-24
4262,hf, 54472 ,2019-08-24
4263,nj, 64047 ,2019-08-24
4264,cs, 22420 ,2019-08-24
4265,cd, 106467 ,2019-08-25
4266,wh, 98087 ,2019-08-25
4267,cq, 111619 ,2019-08-25
4268,bj, 86486 ,2019-08-25
4269,sz, 47933 ,2019-08-25
4270,sh, 77580 ,2019-08-25
4271,gz, 55537 ,2019-08-25
4272,hz, 48864 ,2019-08-25
4273,lf, 12930 ,2019-08-25
4274,xm, 22215 ,2019-08-25
4275,zz, 81742 ,2019-08-25
4276,hf, 54681 ,2019-08-25
4277,nj, 64063 ,2019-08-25
4278,cs, 22512 ,2019-08-25
4279,cd, 106755 ,2019-08-26
4280,wh, 98286 ,2019-08-26
4281,cq, 112004 ,2019-08-26
4282,bj, 86475 ,2019-08-26
4283,sz, 47621 ,2019-08-26
4284,sh, 77664 ,2019-08-26
4285,gz, 55694 ,2019-08-26
4286,hz, 48875 ,2019-08-26
4287,lf, 12993 ,2019-08-26
4288,xm, 22325 ,2019-08-26
4289,zz, 82039 ,2019-08-26
4290,hf, 54902 ,2019-08-26
4291,nj, 64226 ,2019-08-26
4292,cs, 22673 ,2019-08-26
4293,cd, 106773 ,2019-08-27
4294,wh, 98290 ,2019-08-27
4295,cq, 112145 ,2019-08-27
4296,bj, 86522 ,2019-08-27
4297,sz, 47275 ,2019-08-27
4298,sh, 77671 ,2019-08-27
4299,gz, 55751 ,2019-08-27
4300,hz, 48959 ,2019-08-27
4301,lf, 13013 ,2019-08-27
4302,xm, 22411 ,2019-08-27
4303,zz, 82287 ,2019-08-27
4304,hf, 54600 ,2019-08-27
4305,nj, 64329 ,2019-08-27
4306,cs, 22705 ,2019-08-27
4307,cd, 106501 ,2019-08-28
4308,wh, 98809 ,2019-08-28
4309,cq, 112772 ,2019-08-28
4310,bj, 86777 ,2019-08-28
4311,sz, 47651 ,2019-08-28
4312,sh, 77717 ,2019-08-28
4313,gz, 55817 ,2019-08-28
4314,hz, 49439 ,2019-08-28
4315,lf, 13134 ,2019-08-28
4316,xm, 22506 ,2019-08-28
4317,zz, 82632 ,2019-08-28
4318,hf, 54705 ,2019-08-28
4319,nj, 64509 ,2019-08-28
4320,cs, 22774 ,2019-08-28
4321,cd, 106946 ,2019-08-29
4322,wh, 98874 ,2019-08-29
4323,cq, 112509 ,2019-08-29
4324,bj, 86985 ,2019-08-29
4325,sz, 47514 ,2019-08-29
4326,sh, 77851 ,2019-08-29
4327,gz, 55952 ,2019-08-29
4328,hz, 49675 ,2019-08-29
4329,lf, 13152 ,2019-08-29
4330,xm, 22571 ,2019-08-29
4331,zz, 82752 ,2019-08-29
4332,hf, 54828 ,2019-08-29
4333,nj, 64643 ,2019-08-29
4334,cs, 22800 ,2019-08-29
4335,cd, 107829 ,2019-09-01
4336,wh, 99151 ,2019-09-01
4337,cq, 113471 ,2019-09-01
4338,bj, 87652 ,2019-09-01
4339,sz, 47176 ,2019-09-01
4340,sh, 78144 ,2019-09-01
4341,gz, 56517 ,2019-09-01
4342,hz, 50391 ,2019-09-01
4343,lf, 13280 ,2019-09-01
4344,xm, 22980 ,2019-09-01
4345,zz, 80393 ,2019-09-01
4346,hf, 55044 ,2019-09-01
4347,nj, 65025 ,2019-09-01
4348,cs, 22539 ,2019-09-01
4349,cd, 108117 ,2019-09-02
4350,wh, 99693 ,2019-09-02
4351,cq, 113760 ,2019-09-02
4352,bj, 87675 ,2019-09-02
4353,sz, 46925 ,2019-09-02
4354,sh, 78274 ,2019-09-02
4355,gz, 56739 ,2019-09-02
4356,hz, 50187 ,2019-09-02
4357,lf, 13383 ,2019-09-02
4358,xm, 23022 ,2019-09-02
4359,zz, 80671 ,2019-09-02
4360,hf, 55232 ,2019-09-02
4361,nj, 65240 ,2019-09-02
4362,cs, 22618 ,2019-09-02
4363,cd, 108080 ,2019-09-03
4364,wh, 99995 ,2019-09-03
4365,cq, 114092 ,2019-09-03
4366,bj, 87672 ,2019-09-03
4367,sz, 46658 ,2019-09-03
4368,sh, 78307 ,2019-09-03
4369,gz, 56893 ,2019-09-03
4370,hz, 50279 ,2019-09-03
4371,lf, 13403 ,2019-09-03
4372,xm, 23060 ,2019-09-03
4373,zz, 80899 ,2019-09-03
4374,hf, 55216 ,2019-09-03
4375,nj, 65259 ,2019-09-03
4376,cs, 22700 ,2019-09-03
4377,cd, 108042 ,2019-09-04
4378,wh, 100287 ,2019-09-04
4379,cq, 114455 ,2019-09-04
4380,bj, 87761 ,2019-09-04
4381,sz, 46772 ,2019-09-04
4382,sh, 78381 ,2019-09-04
4383,gz, 56747 ,2019-09-04
4384,hz, 50427 ,2019-09-04
4385,lf, 13432 ,2019-09-04
4386,xm, 23139 ,2019-09-04
4387,zz, 81134 ,2019-09-04
4388,hf, 55380 ,2019-09-04
4389,nj, 65358 ,2019-09-04
4390,cs, 22796 ,2019-09-04
4391,cd, 107996 ,2019-09-05
4392,wh, 99795 ,2019-09-05
4393,cq, 114323 ,2019-09-05
4394,bj, 88026 ,2019-09-05
4395,sz, 46624 ,2019-09-05
4396,sh, 78230 ,2019-09-05
4397,gz, 56884 ,2019-09-05
4398,hz, 50577 ,2019-09-05
4399,lf, 13448 ,2019-09-05
4400,xm, 23172 ,2019-09-05
4401,zz, 81039 ,2019-09-05
4402,hf, 54731 ,2019-09-05
4403,nj, 65073 ,2019-09-05
4404,cs, 22768 ,2019-09-05
4405,cd, 108480 ,2019-09-07
4406,wh, 100405 ,2019-09-07
4407,cq, 115197 ,2019-09-07
4408,bj, 88709 ,2019-09-07
4409,sz, 47324 ,2019-09-07
4410,sh, 64521 ,2019-09-07
