,city,number,update_time
4411,gz, 57439 ,2019-09-07
4412,hz, 50947 ,2019-09-07
4413,lf, 13536 ,2019-09-07
4414,xm, 23386 ,2019-09-07
4415,zz, 81624 ,2019-09-07
4416,hf, 55280 ,2019-09-07
4417,nj, 65501 ,2019-09-07
4418,cs, 23020 ,2019-09-07
4419,cd, 108681 ,2019-09-08
4420,wh, 100501 ,2019-09-08
4421,cq, 115267 ,2019-09-08
4422,bj, 88765 ,2019-09-08
4423,sz, 47095 ,2019-09-08
4424,sh, 64785 ,2019-09-08
4425,gz, 57534 ,2019-09-08
4426,hz, 50907 ,2019-09-08
4427,lf, 13531 ,2019-09-08
4428,xm, 23419 ,2019-09-08
4429,zz, 81723 ,2019-09-08
4430,hf, 55545 ,2019-09-08
4431,nj, 65560 ,2019-09-08
4432,cs, 23029 ,2019-09-08
4433,cd, 108817 ,2019-09-09
4434,wh, 100644 ,2019-09-09
4435,cq, 115515 ,2019-09-09
4436,bj, 88774 ,2019-09-09
4437,sz, 46851 ,2019-09-09
4438,sh, 64820 ,2019-09-09
4439,gz, 57685 ,2019-09-09
4440,hz, 50794 ,2019-09-09
4441,lf, 13583 ,2019-09-09
4442,xm, 23470 ,2019-09-09
4443,zz, 81880 ,2019-09-09
4444,hf, 55369 ,2019-09-09
4445,nj, 65689 ,2019-09-09
4446,cs, 23075 ,2019-09-09
4447,cd, 108795 ,2019-09-10
4448,wh, 100827 ,2019-09-10
4449,cq, 115763 ,2019-09-10
4450,bj, 88802 ,2019-09-10
4451,sz, 46718 ,2019-09-10
4452,sh, 64877 ,2019-09-10
4453,gz, 57776 ,2019-09-10
4454,hz, 50960 ,2019-09-10
4455,lf, 13592 ,2019-09-10
4456,xm, 23494 ,2019-09-10
4457,zz, 82053 ,2019-09-10
4458,hf, 55280 ,2019-09-10
4459,nj, 65825 ,2019-09-10
4460,cs, 23105 ,2019-09-10
4461,cd, 108935 ,2019-09-11
4462,wh, 100951 ,2019-09-11
4463,cq, 116181 ,2019-09-11
4464,bj, 88869 ,2019-09-11
4465,sz, 46619 ,2019-09-11
4466,sh, 65053 ,2019-09-11
4467,gz, 57936 ,2019-09-11
4468,hz, 51103 ,2019-09-11
4469,lf, 13606 ,2019-09-11
4470,xm, 23595 ,2019-09-11
4471,zz, 82223 ,2019-09-11
4472,hf, 54719 ,2019-09-11
4473,nj, 66051 ,2019-09-11
4474,cs, 23135 ,2019-09-11
4475,cd, 110644 ,2019-09-16
4476,wh, 101109 ,2019-09-16
4477,cq, 117538 ,2019-09-16
4478,bj, 89878 ,2019-09-16
4479,sz, 45897 ,2019-09-16
4480,sh, 65852 ,2019-09-16
4481,gz, 58473 ,2019-09-16
4482,hz, 52392 ,2019-09-16
4483,lf, 13688 ,2019-09-16
4484,xm, 23819 ,2019-09-16
4485,zz, 82855 ,2019-09-16
4486,hf, 54505 ,2019-09-16
4487,nj, 66565 ,2019-09-16
4488,cs, 22988 ,2019-09-16
4489,cd, 110714 ,2019-09-17
4490,wh, 101172 ,2019-09-17
4491,cq, 117770 ,2019-09-17
4492,bj, 89939 ,2019-09-17
4493,sz, 45738 ,2019-09-17
4494,sh, 65889 ,2019-09-17
4495,gz, 58594 ,2019-09-17
4496,hz, 52697 ,2019-09-17
4497,lf, 13719 ,2019-09-17
4498,xm, 23909 ,2019-09-17
4499,zz, 83079 ,2019-09-17
4500,hf, 55019 ,2019-09-17
4501,nj, 66698 ,2019-09-17
4502,cs, 23034 ,2019-09-17
4503,cd, 111101 ,2019-09-18
4504,wh, 100868 ,2019-09-18
4505,cq, 118085 ,2019-09-18
4506,bj, 90050 ,2019-09-18
4507,sz, 45887 ,2019-09-18
4508,sh, 66098 ,2019-09-18
4509,gz, 58857 ,2019-09-18
4510,hz, 52945 ,2019-09-18
4511,lf, 10530 ,2019-09-18
4512,xm, 23991 ,2019-09-18
4513,zz, 83416 ,2019-09-18
4514,hf, 54881 ,2019-09-18
4515,nj, 66822 ,2019-09-18
4516,cs, 22814 ,2019-09-18
4517,cd, 111481 ,2019-09-19
4518,wh, 101138 ,2019-09-19
4519,cq, 118198 ,2019-09-19
4520,bj, 90299 ,2019-09-19
4521,sz, 45764 ,2019-09-19
4522,sh, 66189 ,2019-09-19
4523,gz, 58672 ,2019-09-19
4524,hz, 53145 ,2019-09-19
4525,lf, 10613 ,2019-09-19
4526,xm, 24006 ,2019-09-19
4527,zz, 81987 ,2019-09-19
4528,hf, 55048 ,2019-09-19
4529,nj, 66971 ,2019-09-19
4530,cs, 22855 ,2019-09-19
4531,cd, 111770 ,2019-09-20
4532,wh, 101528 ,2019-09-20
4533,cq, 118544 ,2019-09-20
4534,bj, 90665 ,2019-09-20
4535,sz, 46098 ,2019-09-20
4536,sh, 66515 ,2019-09-20
4537,gz, 58853 ,2019-09-20
4538,hz, 53483 ,2019-09-20
4539,lf, 10766 ,2019-09-20
4540,xm, 24079 ,2019-09-20
4541,zz, 82331 ,2019-09-20
4542,hf, 55259 ,2019-09-20
4543,nj, 67296 ,2019-09-20
4544,cs, 23073 ,2019-09-20
4545,cd, 113219 ,2019-09-23
4546,wh, 101824 ,2019-09-23
4547,cq, 118941 ,2019-09-23
4548,bj, 91097 ,2019-09-23
4549,sz, 45777 ,2019-09-23
4550,sh, 66725 ,2019-09-23
4551,gz, 59192 ,2019-09-23
4552,hz, 53288 ,2019-09-23
4553,lf, 11056 ,2019-09-23
4554,xm, 24237 ,2019-09-23
4555,zz, 83107 ,2019-09-23
4556,hf, 55665 ,2019-09-23
4557,nj, 67827 ,2019-09-23
4558,cs, 23222 ,2019-09-23
4559,cd, 113548 ,2019-09-25
4560,wh, 102095 ,2019-09-25
4561,cq, 119107 ,2019-09-25
4562,bj, 91129 ,2019-09-25
4563,sz, 45573 ,2019-09-25
4564,sh, 66692 ,2019-09-25
4565,gz, 59672 ,2019-09-25
4566,hz, 53376 ,2019-09-25
4567,lf, 11218 ,2019-09-25
4568,xm, 24366 ,2019-09-25
4569,zz, 83416 ,2019-09-25
4570,hf, 55337 ,2019-09-25
4571,nj, 68138 ,2019-09-25
4572,cs, 23314 ,2019-09-25
4573,cd, 113777 ,2019-09-26
4574,wh, 102097 ,2019-09-26
4575,cq, 119036 ,2019-09-26
4576,bj, 91388 ,2019-09-26
4577,sz, 45486 ,2019-09-26
4578,sh, 66961 ,2019-09-26
4579,gz, 59461 ,2019-09-26
4580,hz, 53828 ,2019-09-26
4581,lf, 11303 ,2019-09-26
4582,xm, 24438 ,2019-09-26
4583,zz, 83642 ,2019-09-26
4584,hf, 55579 ,2019-09-26
4585,nj, 68260 ,2019-09-26
4586,cs, 24954 ,2019-09-26
4587,cd, 113932 ,2019-09-27
4588,wh, 102122 ,2019-09-27
4589,cq, 119667 ,2019-09-27
4590,bj, 91777 ,2019-09-27
4591,sz, 45649 ,2019-09-27
4592,sh, 67213 ,2019-09-27
4593,gz, 59966 ,2019-09-27
4594,hz, 54546 ,2019-09-27
4595,lf, 11480 ,2019-09-27
4596,xm, 24537 ,2019-09-27
4597,zz, 90899 ,2019-09-27
4598,hf, 55359 ,2019-09-27
4599,nj, 68611 ,2019-09-27
4600,cs, 26454 ,2019-09-27
4601,cd, 114179 ,2019-09-28
4602,wh, 102482 ,2019-09-28
4603,cq, 120052 ,2019-09-28
4604,bj, 91889 ,2019-09-28
4605,sz, 45877 ,2019-09-28
4606,sh, 67344 ,2019-09-28
4607,gz, 60265 ,2019-09-28
4608,hz, 54628 ,2019-09-28
4609,lf, 11578 ,2019-09-28
4610,xm, 24632 ,2019-09-28
4611,zz, 93469 ,2019-09-28
4612,hf, 55444 ,2019-09-28
4613,nj, 68688 ,2019-09-28
4614,cs, 27725 ,2019-09-28
4615,cd, 114237 ,2019-09-29
4616,wh, 102414 ,2019-09-29
4617,cq, 119966 ,2019-09-29
4618,bj, 91872 ,2019-09-29
4619,sz, 45537 ,2019-09-29
4620,sh, 67338 ,2019-09-29
4621,gz, 60040 ,2019-09-29
4622,hz, 54598 ,2019-09-29
4623,lf, 11603 ,2019-09-29
4624,xm, 24629 ,2019-09-29
4625,zz, 93980 ,2019-09-29
4626,hf, 55719 ,2019-09-29
4627,nj, 68691 ,2019-09-29
4628,cs, 28022 ,2019-09-29
4629,cd, 114194 ,2019-09-30
4630,wh, 106980 ,2019-09-30
4631,cq, 120356 ,2019-09-30
4632,bj, 91980 ,2019-09-30
4633,sz, 45628 ,2019-09-30
4634,sh, 67531 ,2019-09-30
4635,gz, 60418 ,2019-09-30
4636,hz, 54950 ,2019-09-30
4637,lf, 11688 ,2019-09-30
4638,xm, 24752 ,2019-09-30
4639,zz, 95297 ,2019-09-30
4640,hf, 55292 ,2019-09-30
4641,nj, 68986 ,2019-09-30
4642,cs, 28794 ,2019-09-30
4643,cd, 114294 ,2019-10-05
4644,wh, 109203 ,2019-10-05
4645,cq, 122536 ,2019-10-05
4646,bj, 92184 ,2019-10-05
4647,sz, 45067 ,2019-10-05
4648,sh, 67835 ,2019-10-05
4649,gz, 60618 ,2019-10-05
4650,hz, 54988 ,2019-10-05
4651,lf, 11930 ,2019-10-05
4652,xm, 24825 ,2019-10-05
4653,zz, 96956 ,2019-10-05
4654,hf, 54793 ,2019-10-05
4655,nj, 69361 ,2019-10-05
4656,cs, 28869 ,2019-10-05
4657,cd, 114379 ,2019-10-07
4658,wh, 109214 ,2019-10-07
4659,cq, 123054 ,2019-10-07
4660,bj, 92249 ,2019-10-07
4661,sz, 45159 ,2019-10-07
4662,sh, 68170 ,2019-10-07
4663,gz, 60924 ,2019-10-07
4664,hz, 54755 ,2019-10-07
4665,lf, 12066 ,2019-10-07
4666,xm, 24846 ,2019-10-07
4667,zz, 97467 ,2019-10-07
4668,hf, 54912 ,2019-10-07
4669,nj, 69604 ,2019-10-07
4670,cs, 28975 ,2019-10-07
4671,cd, 114429 ,2019-10-08
4672,wh, 109315 ,2019-10-08
4673,cq, 123263 ,2019-10-08
4674,bj, 92272 ,2019-10-08
4675,sz, 45287 ,2019-10-08
4676,sh, 68248 ,2019-10-08
4677,gz, 61178 ,2019-10-08
4678,hz, 54703 ,2019-10-08
4679,lf, 12100 ,2019-10-08
4680,xm, 24882 ,2019-10-08
4681,zz, 97677 ,2019-10-08
4682,hf, 55122 ,2019-10-08
4683,nj, 69704 ,2019-10-08
4684,cs, 29016 ,2019-10-08
4685,cd, 114361 ,2019-10-09
4686,wh, 108868 ,2019-10-09
4687,cq, 122979 ,2019-10-09
4688,bj, 92207 ,2019-10-09
4689,sz, 44548 ,2019-10-09
4690,sh, 68080 ,2019-10-09
4691,gz, 60968 ,2019-10-09
4692,hz, 55024 ,2019-10-09
4693,lf, 12160 ,2019-10-09
4694,xm, 24791 ,2019-10-09
4695,zz, 97972 ,2019-10-09
4696,hf, 55009 ,2019-10-09
4697,nj, 69744 ,2019-10-09
4698,cs, 28944 ,2019-10-09
4699,cd, 114691 ,2019-10-10
4700,wh, 109100 ,2019-10-10
4701,cq, 123586 ,2019-10-10
4702,bj, 92463 ,2019-10-10
4703,sz, 45078 ,2019-10-10
4704,sh, 68438 ,2019-10-10
4705,gz, 61014 ,2019-10-10
4706,hz, 55680 ,2019-10-10
4707,lf, 12256 ,2019-10-10
4708,xm, 24915 ,2019-10-10
4709,zz, 98212 ,2019-10-10
4710,hf, 55556 ,2019-10-10
4711,nj, 69998 ,2019-10-10
4712,cs, 29043 ,2019-10-10
4713,cd, 114656 ,2019-10-11
4714,wh, 109026 ,2019-10-11
4715,cq, 124139 ,2019-10-11
4716,bj, 92636 ,2019-10-11
4717,sz, 44640 ,2019-10-11
4718,sh, 68571 ,2019-10-11
4719,gz, 61501 ,2019-10-11
4720,hz, 55901 ,2019-10-11
4721,lf, 12328 ,2019-10-11
4722,xm, 25013 ,2019-10-11
4723,zz, 98444 ,2019-10-11
4724,hf, 55744 ,2019-10-11
4725,nj, 70208 ,2019-10-11
4726,cs, 29108 ,2019-10-11
4727,cd, 115141 ,2019-10-12
4728,wh, 109372 ,2019-10-12
4729,cq, 124880 ,2019-10-12
4730,bj, 92879 ,2019-10-12
4731,sz, 45471 ,2019-10-12
4732,sh, 68870 ,2019-10-12
4733,gz, 61581 ,2019-10-12
4734,hz, 55654 ,2019-10-12
4735,lf, 12440 ,2019-10-12
4736,xm, 25095 ,2019-10-12
4737,zz, 98720 ,2019-10-12
4738,hf, 55400 ,2019-10-12
4739,nj, 70387 ,2019-10-12
4740,cs, 29145 ,2019-10-12
4741,cd, 115413 ,2019-10-13
4742,wh, 109388 ,2019-10-13
4743,cq, 125255 ,2019-10-13
4744,bj, 92959 ,2019-10-13
4745,sz, 45558 ,2019-10-13
4746,sh, 69029 ,2019-10-13
4747,gz, 61618 ,2019-10-13
4748,hz, 56020 ,2019-10-13
4749,lf, 12479 ,2019-10-13
4750,xm, 24882 ,2019-10-13
4751,zz, 98926 ,2019-10-13
4752,hf, 55700 ,2019-10-13
4753,nj, 70550 ,2019-10-13
4754,cs, 29193 ,2019-10-13
4755,cd, 115702 ,2019-10-14
4756,wh, 109479 ,2019-10-14
4757,cq, 125475 ,2019-10-14
4758,bj, 92873 ,2019-10-14
4759,sz, 45360 ,2019-10-14
4760,sh, 69129 ,2019-10-14
4761,gz, 61930 ,2019-10-14
4762,hz, 56100 ,2019-10-14
4763,lf, 12548 ,2019-10-14
4764,xm, 24956 ,2019-10-14
4765,zz, 99170 ,2019-10-14
4766,hf, 54802 ,2019-10-14
4767,nj, 70694 ,2019-10-14
4768,cs, 29237 ,2019-10-14
4769,cd, 115713 ,2019-10-15
4770,wh, 109521 ,2019-10-15
4771,cq, 125610 ,2019-10-15
4772,bj, 92872 ,2019-10-15
4773,sz, 45087 ,2019-10-15
4774,sh, 69197 ,2019-10-15
4775,gz, 59017 ,2019-10-15
4776,hz, 56465 ,2019-10-15
4777,lf, 12621 ,2019-10-15
4778,xm, 25027 ,2019-10-15
4779,zz, 99349 ,2019-10-15
4780,hf, 55459 ,2019-10-15
4781,nj, 70703 ,2019-10-15
4782,cs, 29293 ,2019-10-15
4783,cd, 115660 ,2019-10-16
4784,wh, 108360 ,2019-10-16
4785,cq, 126038 ,2019-10-16
4786,bj, 92741 ,2019-10-16
4787,sz, 45336 ,2019-10-16
4788,sh, 68805 ,2019-10-16
4789,gz, 61033 ,2019-10-16
4790,hz, 56574 ,2019-10-16
4791,lf, 12684 ,2019-10-16
4792,xm, 25060 ,2019-10-16
4793,zz, 99266 ,2019-10-16
4794,hf, 55787 ,2019-10-16
4795,nj, 70699 ,2019-10-16
4796,cs, 29328 ,2019-10-16
4797,cd, 114669 ,2019-10-17
4798,wh, 108656 ,2019-10-17
4799,cq, 126394 ,2019-10-17
4800,bj, 93105 ,2019-10-17
4801,sz, 45503 ,2019-10-17
4802,sh, 69252 ,2019-10-17
4803,gz, 62035 ,2019-10-17
4804,hz, 56446 ,2019-10-17
4805,lf, 12774 ,2019-10-17
4806,xm, 24854 ,2019-10-17
4807,zz, 97638 ,2019-10-17
4808,hf, 55955 ,2019-10-17
4809,nj, 70812 ,2019-10-17
4810,cs, 29392 ,2019-10-17
4811,cd, 115688 ,2019-10-18
4812,wh, 108633 ,2019-10-18
4813,cq, 126340 ,2019-10-18
4814,bj, 93220 ,2019-10-18
4815,sz, 45589 ,2019-10-18
4816,sh, 69400 ,2019-10-18
4817,gz, 61970 ,2019-10-18
4818,hz, 56839 ,2019-10-18
4819,lf, 12833 ,2019-10-18
4820,xm, 24921 ,2019-10-18
4821,zz, 97888 ,2019-10-18
4822,hf, 56052 ,2019-10-18
4823,nj, 70944 ,2019-10-18
4824,cs, 28915 ,2019-10-18
4825,cd, 116242 ,2019-10-19
4826,wh, 108010 ,2019-10-19
4827,cq, 126939 ,2019-10-19
4828,bj, 93334 ,2019-10-19
4829,sz, 45868 ,2019-10-19
4830,sh, 69546 ,2019-10-19
4831,gz, 62143 ,2019-10-19
4832,hz, 57013 ,2019-10-19
4833,lf, 12902 ,2019-10-19
4834,xm, 24994 ,2019-10-19
4835,zz, 98187 ,2019-10-19
4836,hf, 55274 ,2019-10-19
4837,nj, 71077 ,2019-10-19
4838,cs, 28765 ,2019-10-19
4839,cd, 116553 ,2019-10-20
4840,wh, 108309 ,2019-10-20
4841,cq, 127285 ,2019-10-20
4842,bj, 93389 ,2019-10-20
4843,sz, 46076 ,2019-10-20
4844,sh, 69648 ,2019-10-20
4845,gz, 62307 ,2019-10-20
4846,hz, 56994 ,2019-10-20
4847,lf, 12924 ,2019-10-20
4848,xm, 25072 ,2019-10-20
4849,zz, 98329 ,2019-10-20
4850,hf, 55803 ,2019-10-20
4851,nj, 71253 ,2019-10-20
4852,cs, 29025 ,2019-10-20
4853,cd, 116861 ,2019-10-21
4854,wh, 108702 ,2019-10-21
4855,cq, 127817 ,2019-10-21
4856,bj, 93202 ,2019-10-21
4857,sz, 45740 ,2019-10-21
4858,sh, 69624 ,2019-10-21
4859,gz, 62409 ,2019-10-21
4860,hz, 56869 ,2019-10-21
4861,lf, 12992 ,2019-10-21
4862,xm, 25095 ,2019-10-21
4863,zz, 98575 ,2019-10-21
4864,hf, 55327 ,2019-10-21
4865,nj, 71543 ,2019-10-21
4866,cs, 29218 ,2019-10-21
4867,cd, 116778 ,2019-10-22
4868,wh, 108774 ,2019-10-22
4869,cq, 127864 ,2019-10-22
4870,bj, 93170 ,2019-10-22
4871,sz, 45441 ,2019-10-22
4872,sh, 69572 ,2019-10-22
4873,gz, 61874 ,2019-10-22
4874,hz, 57010 ,2019-10-22
4875,lf, 13035 ,2019-10-22
4876,xm, 25119 ,2019-10-22
4877,zz, 98809 ,2019-10-22
4878,hf, 55884 ,2019-10-22
4879,nj, 71616 ,2019-10-22
4880,cs, 29293 ,2019-10-22
4881,cd, 116585 ,2019-10-23
4882,wh, 108496 ,2019-10-23
4883,cq, 127754 ,2019-10-23
4884,bj, 92837 ,2019-10-23
4885,sz, 45275 ,2019-10-23
4886,sh, 67978 ,2019-10-23
4887,gz, 61812 ,2019-10-23
4888,hz, 56686 ,2019-10-23
4889,lf, 13020 ,2019-10-23
4890,xm, 25047 ,2019-10-23
4891,zz, 98451 ,2019-10-23
4892,hf, 56061 ,2019-10-23
4893,nj, 71392 ,2019-10-23
4894,cs, 29186 ,2019-10-23
4895,cd, 116942 ,2019-10-24
4896,wh, 108747 ,2019-10-24
4897,cq, 128265 ,2019-10-24
4898,bj, 93198 ,2019-10-24
4899,sz, 44739 ,2019-10-24
4900,sh, 68372 ,2019-10-24
4901,gz, 62297 ,2019-10-24
4902,hz, 57313 ,2019-10-24
4903,lf, 13117 ,2019-10-24
4904,xm, 24974 ,2019-10-24
4905,zz, 98756 ,2019-10-24
4906,hf, 56377 ,2019-10-24
4907,nj, 71536 ,2019-10-24
4908,cs, 27341 ,2019-10-24
4909,cd, 117055 ,2019-10-25
4910,wh, 109033 ,2019-10-25
4911,cq, 128951 ,2019-10-25
4912,bj, 93473 ,2019-10-25
4913,sz, 45751 ,2019-10-25
4914,sh, 68649 ,2019-10-25
4915,gz, 62644 ,2019-10-25
4916,hz, 57695 ,2019-10-25
4917,lf, 13224 ,2019-10-25
4918,xm, 25257 ,2019-10-25
4919,zz, 99034 ,2019-10-25
4920,hf, 56606 ,2019-10-25
4921,nj, 71853 ,2019-10-25
4922,cs, 28599 ,2019-10-25
4923,cd, 117407 ,2019-10-26
4924,wh, 109520 ,2019-10-26
4925,cq, 129347 ,2019-10-26
4926,bj, 93547 ,2019-10-26
4927,sz, 45902 ,2019-10-26
4928,sh, 68771 ,2019-10-26
4929,gz, 62536 ,2019-10-26
4930,hz, 57281 ,2019-10-26
4931,lf, 13273 ,2019-10-26
4932,xm, 25372 ,2019-10-26
4933,zz, 99177 ,2019-10-26
4934,hf, 56269 ,2019-10-26
4935,nj, 71860 ,2019-10-26
4936,cs, 28810 ,2019-10-26
4937,cd, 118177 ,2019-10-28
4938,wh, 109794 ,2019-10-28
4939,cq, 129780 ,2019-10-28
4940,bj, 93431 ,2019-10-28
4941,sz, 45614 ,2019-10-28
4942,sh, 68897 ,2019-10-28
4943,gz, 63023 ,2019-10-28
4944,hz, 57614 ,2019-10-28
4945,lf, 13313 ,2019-10-28
4946,xm, 25464 ,2019-10-28
4947,zz, 99649 ,2019-10-28
4948,hf, 56820 ,2019-10-28
4949,nj, 72211 ,2019-10-28
4950,cs, 28945 ,2019-10-28
4951,cd, 117910 ,2019-10-30
4952,wh, 109652 ,2019-10-30
4953,cq, 129864 ,2019-10-30
4954,bj, 93123 ,2019-10-30
4955,sz, 45454 ,2019-10-30
4956,sh, 68678 ,2019-10-30
4957,gz, 62386 ,2019-10-30
4958,hz, 57887 ,2019-10-30
4959,lf, 13324 ,2019-10-30
4960,xm, 25515 ,2019-10-30
4961,zz, 98260 ,2019-10-30
4962,hf, 56855 ,2019-10-30
4963,nj, 72129 ,2019-10-30
4964,cs, 23406 ,2019-10-30
4965,cd, 117813 ,2019-11-01
4966,wh, 110575 ,2019-11-01
4967,cq, 130822 ,2019-11-01
4968,bj, 93313 ,2019-11-01
4969,sz, 45518 ,2019-11-01
4970,sh, 68786 ,2019-11-01
4971,gz, 63029 ,2019-11-01
4972,hz, 58649 ,2019-11-01
4973,lf, 13555 ,2019-11-01
4974,xm, 25513 ,2019-11-01
4975,zz, 99447 ,2019-11-01
4976,hf, 57158 ,2019-11-01
4977,nj, 72493 ,2019-11-01
4978,cs, 23664 ,2019-11-01
4979,cd, 118685 ,2019-11-03
4980,wh, 108958 ,2019-11-03
4981,cq, 131944 ,2019-11-03
4982,bj, 93045 ,2019-11-03
4983,sz, 45862 ,2019-11-03
4984,sh, 68680 ,2019-11-03
4985,gz, 63356 ,2019-11-03
4986,hz, 58656 ,2019-11-03
4987,lf, 13697 ,2019-11-03
4988,xm, 25690 ,2019-11-03
4989,zz, 98024 ,2019-11-03
4990,hf, 56928 ,2019-11-03
4991,nj, 72797 ,2019-11-03
4992,cs, 22759 ,2019-11-03
4993,cd, 118962 ,2019-11-04
4994,wh, 109361 ,2019-11-04
4995,cq, 132234 ,2019-11-04
4996,bj, 92951 ,2019-11-04
4997,sz, 45766 ,2019-11-04
4998,sh, 68628 ,2019-11-04
4999,gz, 63280 ,2019-11-04
5000,hz, 58417 ,2019-11-04
5001,lf, 13794 ,2019-11-04
5002,xm, 25751 ,2019-11-04
5003,zz, 98426 ,2019-11-04
5004,hf, 56809 ,2019-11-04
5005,nj, 73055 ,2019-11-04
5006,cs, 22208 ,2019-11-04
5007,cd, 118113 ,2019-11-05
5008,wh, 109209 ,2019-11-05
5009,cq, 132119 ,2019-11-05
5010,bj, 92896 ,2019-11-05
5011,sz, 43358 ,2019-11-05
5012,sh, 68332 ,2019-11-05
5013,gz, 63215 ,2019-11-05
5014,hz, 58487 ,2019-11-05
5015,lf, 13832 ,2019-11-05
5016,xm, 25720 ,2019-11-05
5017,zz, 98486 ,2019-11-05
5018,hf, 57062 ,2019-11-05
5019,nj, 73016 ,2019-11-05
5020,cs, 22612 ,2019-11-05
5021,cd, 118574 ,2019-11-06
5022,wh, 109428 ,2019-11-06
5023,cq, 132465 ,2019-11-06
5024,bj, 92970 ,2019-11-06
5025,sz, 44915 ,2019-11-06
5026,sh, 68362 ,2019-11-06
5027,gz, 63341 ,2019-11-06
5028,hz, 58635 ,2019-11-06
5029,lf, 13878 ,2019-11-06
5030,xm, 25771 ,2019-11-06
5031,zz, 98513 ,2019-11-06
5032,hf, 57394 ,2019-11-06
5033,nj, 73040 ,2019-11-06
5034,cs, 22807 ,2019-11-06
5035,cd, 118398 ,2019-11-07
5036,wh, 109528 ,2019-11-07
5037,cq, 132904 ,2019-11-07
5038,bj, 93151 ,2019-11-07
5039,sz, 45679 ,2019-11-07
5040,sh, 68556 ,2019-11-07
5041,gz, 63515 ,2019-11-07
5042,hz, 58901 ,2019-11-07
5043,lf, 13859 ,2019-11-07
5044,xm, 25856 ,2019-11-07
5045,zz, 98815 ,2019-11-07
5046,hf, 57590 ,2019-11-07
5047,nj, 73207 ,2019-11-07
5048,cs, 23008 ,2019-11-07
5049,cd, 117977 ,2019-11-08
5050,wh, 109309 ,2019-11-08
5051,cq, 133067 ,2019-11-08
5052,bj, 93237 ,2019-11-08
5053,sz, 45855 ,2019-11-08
5054,sh, 68717 ,2019-11-08
5055,gz, 63173 ,2019-11-08
5056,hz, 58993 ,2019-11-08
5057,lf, 13861 ,2019-11-08
5058,xm, 25881 ,2019-11-08
5059,zz, 98964 ,2019-11-08
5060,hf, 57739 ,2019-11-08
5061,nj, 73375 ,2019-11-08
5062,cs, 22723 ,2019-11-08
5063,cd, 118645 ,2019-11-09
5064,wh, 109393 ,2019-11-09
5065,cq, 133789 ,2019-11-09
5066,bj, 93277 ,2019-11-09
5067,sz, 46012 ,2019-11-09
5068,sh, 68855 ,2019-11-09
5069,gz, 63059 ,2019-11-09
5070,hz, 58540 ,2019-11-09
5071,lf, 13897 ,2019-11-09
5072,xm, 25813 ,2019-11-09
5073,zz, 99238 ,2019-11-09
5074,hf, 57511 ,2019-11-09
5075,nj, 73579 ,2019-11-09
5076,cs, 23008 ,2019-11-09
5077,cd, 118929 ,2019-11-10
5078,wh, 109699 ,2019-11-10
5079,cq, 134414 ,2019-11-10
5080,bj, 93205 ,2019-11-10
5081,sz, 45886 ,2019-11-10
5082,sh, 68891 ,2019-11-10
5083,gz, 63432 ,2019-11-10
5084,hz, 58719 ,2019-11-10
5085,lf, 13970 ,2019-11-10
5086,xm, 25878 ,2019-11-10
5087,zz, 99422 ,2019-11-10
5088,hf, 57486 ,2019-11-10
5089,nj, 73682 ,2019-11-10
5090,cs, 23165 ,2019-11-10
5091,cd, 118969 ,2019-11-11
5092,wh, 110055 ,2019-11-11
5093,cq, 135119 ,2019-11-11
5094,bj, 93032 ,2019-11-11
5095,sz, 45653 ,2019-11-11
5096,sh, 68899 ,2019-11-11
5097,gz, 63797 ,2019-11-11
5098,hz, 58747 ,2019-11-11
5099,lf, 14067 ,2019-11-11
5100,xm, 25930 ,2019-11-11
5101,zz, 99745 ,2019-11-11
5102,hf, 57282 ,2019-11-11
5103,nj, 73910 ,2019-11-11
5104,cs, 23401 ,2019-11-11
5105,cd, 118949 ,2019-11-12
5106,wh, 109502 ,2019-11-12
5107,cq, 135578 ,2019-11-12
5108,bj, 92908 ,2019-11-12
5109,sz, 44171 ,2019-11-12
5110,sh, 68836 ,2019-11-12
5111,gz, 63418 ,2019-11-12
5112,hz, 58917 ,2019-11-12
5113,lf, 14136 ,2019-11-12
5114,xm, 25975 ,2019-11-12
5115,zz, 99922 ,2019-11-12
5116,hf, 57763 ,2019-11-12
5117,nj, 74021 ,2019-11-12
5118,cs, 23579 ,2019-11-12
5119,cd, 119344 ,2019-11-14
5120,wh, 109926 ,2019-11-14
5121,cq, 136190 ,2019-11-14
5122,bj, 93040 ,2019-11-14
5123,sz, 44643 ,2019-11-14
5124,sh, 68653 ,2019-11-14
5125,gz, 63452 ,2019-11-14
5126,hz, 65815 ,2019-11-14
5127,lf, 14277 ,2019-11-14
5128,xm, 25919 ,2019-11-14
5129,zz, 98104 ,2019-11-14
5130,hf, 58145 ,2019-11-14
5131,nj, 74302 ,2019-11-14
5132,cs, 21503 ,2019-11-14
5133,cd, 119801 ,2019-11-15
5134,wh, 109983 ,2019-11-15
5135,cq, 136798 ,2019-11-15
5136,bj, 93083 ,2019-11-15
5137,sz, 44561 ,2019-11-15
5138,sh, 68612 ,2019-11-15
5139,gz, 62271 ,2019-11-15
5140,hz, 59163 ,2019-11-15
5141,lf, 14359 ,2019-11-15
5142,xm, 26029 ,2019-11-15
5143,zz, 98514 ,2019-11-15
5144,hf, 57951 ,2019-11-15
5145,nj, 74517 ,2019-11-15
5146,cs, 22319 ,2019-11-15
